kd_kementerian;kementerian;kd_program;program;kd_kegiatan;Kegiatan;kd_output;output;kd_nawacita;nawacita;Tematik;Janpres;kd_PN;PN;kd_PP;PP;kd_KP;KP;kd_PPN;PPN;kd_prov;provinsi;kd_kota;Kota; Anggaran 
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;2;Provinsi Jawa Barat;205;Kab. Bogor;4.411.258
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;13;Provinsi Kalimantan Barat;1307;Kab. Bengkayang;4.419.635
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;25;Provinsi Papua;2501;Kab. Jayapura;4.425.118
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;26;Provinsi Bengkulu;2604;Kab. Seluma;4.449.565
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;31;Provinsi Gorontalo;3107;Kab. Gorontalo Utara;4.449.565
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;32;Provinsi Kepulauan Riau;3205;Kab. Anambas;4.462.680
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;24;Provinsi Nusa Tenggara Timur;2402;Kab. Belu;4.491.663
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;30;Provinsi Kepulauan Bangka Beli;3005;Kab. Bangka Selatan;4.502.118
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;24;Provinsi Nusa Tenggara Timur;2419;Kab. Sumba Barat Daya;4.620.782
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;2;Provinsi Jawa Barat;206;Kab. Sukabumi;4.759.105
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;24;Provinsi Nusa Tenggara Timur;2408;Kab. Ende;4.983.275
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;25;Provinsi Papua;2529;Kab. Lanny Jaya;5.013.205
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;24;Provinsi Nusa Tenggara Timur;2403;Kab. Timor Tengah Utara;5.027.065
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;23;Provinsi Nusa Tenggara Barat;2302;Kab. Lombok Tengah;5.042.465
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;24;Provinsi Nusa Tenggara Timur;2405;Kab. Alor;5.080.965
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;13;Provinsi Kalimantan Barat;1306;Kab. Ketapang;5.090.205
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;25;Provinsi Papua;2508;Kab. Jayawijaya;5.090.205
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;2;Provinsi Jawa Barat;207;Kab. Cianjur;5.181.258
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;2;Provinsi Jawa Barat;217;Kab. Cirebon;5.207.438
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;12;Provinsi Lampung;1204;Kab. Lampung Barat;5.369.463
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;2;Provinsi Jawa Barat;208;Kab. Bekasi;5.376.838
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;25;Provinsi Papua;2510;Kab. Nabire;5.412.065
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;31;Provinsi Gorontalo;3102;Kab. Boalemo;5.427.465
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;18;Provinsi Sulawesi Tengah;1804;Kab. Banggai;5.453.092
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;23;Provinsi Nusa Tenggara Barat;2304;Kab. Bima;5.566.065
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;29;Provinsi Banten;2903;Kab. Lebak;5.661.192
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;13;Provinsi Kalimantan Barat;1302;Kab. Sanggau;5.721.212
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;28;Provinsi Maluku Utara;2804;Kab. Halmahera Selatan;5.874.065
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;21;Provinsi Maluku;2101;Kab. Maluku Tengah;6.297.565
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;6;Provinsi Aceh;651;Kota Banda Aceh;6.586.580
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;30;Provinsi Kepulauan Bangka Beli;3004;Kab. Bangka Tengah;7.136.360
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;29;Provinsi Banten;2954;Kota Tangerang Selatan;7.595.282
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;28;Provinsi Maluku Utara;2853;Kota Tidore Kepulauan;8.531.429
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;;;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;;;;;21.397.792
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;6;Ruang Belajar Yang Direhabilitasi;;;1,5;50;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;1;Provinsi DKI Jakarta;152;Kota Jakarta Utara;29.840.970
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;1;Provinsi DKI Jakarta;151;Kota Jakarta Pusat;531.477.957
23;KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN;6;Program Pendidikan Dasar dan Menengah;2000;Pembinaan Sekolah Menengah Pertama;2;Unit Sekolah Baru Yang Dibangun;9;Memperteguh Kebhinekaan dan Memperkuat Restorasi Sosial;1,5;51;59;Pembangunan wilayah;23;Pembangunan Wilayah Perbatasan dan Daerah Tertinggal;150;Pelayanan Dasar di Daerah Tertinggal dan Kawasan Perbatasan Negara;383;Pembangunan/Rehabilitasi Sarana dan Prasarana Pendidikan;0;Pusat;0;Pusat;1.101.607.338
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2059;Pencegahan dan Pengendalian Penyakit Tular Vektor dan Zoonotik;9;Layanan Pengendalian Vektor dan Binatang Pembawa Penyakit;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;46;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;620;Pengendalian Malaria;5;Provinsi Jawa Timur;515;Kab. Probolinggo;11.855
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2058;Surveilans dan Karantina Kesehatan;4;Layanan kewaspadaan dini penyakit berpotensi KLB;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;183;Surveilans, Imunisasi, dan Karantina Kesehatan;622;Peningkatan Cakupan Imunisasi Dasar Lengkap;9;Provinsi Riau;951;Kota Pekanbaru;17.002
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;17;Provinsi Sulawesi Utara;1753;Kota Bitung;38.358
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;6;Provinsi Aceh;651;Kota Banda Aceh;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;31;Provinsi Gorontalo;3151;Kota Gorontalo;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;24;Provinsi Nusa Tenggara Timur;2451;Kota Kupang;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;6;Provinsi Aceh;654;Kota Lhokseumawe;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;18;Provinsi Sulawesi Tengah;1801;Kab. Poso;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;28;Provinsi Maluku Utara;2851;Kota Ternate;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;33;Provinsi Papua Barat;3301;Kab. Manokwari;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;33;Provinsi Papua Barat;3302;Kab. Sorong;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;503;Intensifikasi Penemuan Kasus Kusta;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;52;Kesehatan;38;Pencegahan dan Pengendalian Penyakit;181;Pencegahan dan Pengendalian Penyakit Menular;865;Pengendalian Penyakit Tropis Terabaikan/ Neglected Tropical Diseases;25;Provinsi Papua;2507;Kab. Merauke;38.500
24;KEMENTERIAN KESEHATAN;8;Program Pencegahan dan Pengendalian Penyakit;2060;Pencegahan dan Pengendalian Penyakit Menular Langsung;517;Layanan Pencegahan, Deteksi Dini, Intensifikasi Penemuan Kasus dan Pengendalian Penyakit Kusta di Papua dan Papua Barat;5;Meningkatkan Kualitas Hidup Manusia Indonesia Melalui: Indonesia Pintar, Indonesia Sehat, Indonesia Kerja dan Indonesia Sejahtera;6;0;59;Pembangunan wilayah;27;Percepatan Pembangunan Papua;285;Peningkatan Akses dan Mutu Pelayanan Kesehatan;1012;Penyingkatan akses dan kualitas Pelayanan Kesehatan;25;Provinsi Papua;2551;Kota Jayapura;38.500
